mkr	Chr	cM
Marker1037170	5	49.645
Marker1032751	5	49.645
Marker924959	5	49.904
Marker944414	5	49.645
Marker947193	5	49.645
Marker981048	5	50.034
Marker862657	5	50.424
Marker824163	5	49.645
Marker938430	5	49.645
Marker1008285	5	49.645
Marker853252	5	50.684
Marker933984	5	50.684
Marker866014	5	50.684
Marker890610	5	50.684
Marker848460	5	50.814
Marker1043606	5	50.684
Marker1001119	5	50.684
Marker1034271	5	50.684
Marker1038057	5	50.814
Marker924500	5	50.814
Marker928800	5	50.943
Marker982052	5	50.943
Marker869321	5	50.943
Marker943996	5	50.943
Marker860702	5	50.943
Marker881010	5	50.943
Marker913189	5	50.943
Marker895988	5	50.943
Marker828868	5	50.943
Marker994491	5	50.943
Marker945070	5	50.943
Marker825953	5	50.943
Marker989594	5	50.943
Marker931240	5	50.943
Marker813752	5	50.943
Marker1001074	5	50.943
Marker913571	5	50.943
Marker955045	5	50.943
Marker1020924	5	50.943
Marker924258	5	50.943
Marker852362	5	50.943
Marker951845	5	51.297
Marker811422	5	50.943
Marker983359	5	51.473
Marker936145	5	50.943
Marker957324	5	50.943
Marker914617	5	50.943
Marker941419	5	51.433
Marker1043257	5	51.649
Marker1039380	5	51.649
Marker861145	5	52.002
Marker962396	5	52.178
Marker918096	5	52.354
Marker1019123	5	52.531
Marker1043293	5	52.707
Marker853211	5	52.707
Marker977073	5	52.883
Marker906892	5	53.059
Marker999481	5	53.059
Marker861275	5	53.059
Marker989498	5	53.059
Marker884376	5	53.059
Marker1017389	5	53.059
Marker975721	5	53.235
Marker963136	5	53.411
Marker935433	5	53.588
Marker1003443	5	53.588
Marker823711	5	53.588
Marker949815	5	53.588
Marker970760	5	53.764
Marker985222	5	54.117
Marker916051	5	54.117
Marker978050	5	54.293
Marker838712	5	54.293
Marker1015986	5	54.646
Marker891080	5	54.646
Marker883157	5	54.646
Marker892264	5	54.823
Marker968305	5	54.999
Marker857516	5	55.53
Marker1013359	5	53.905
Marker976410	5	53.905
Marker811137	5	56.24
Marker951508	5	54.395
Marker995278	5	54.884
Marker827680	5	55.373
Marker914589	5	56.771
Marker900373	5	56.771
Marker855777	5	57.125
Marker841571	5	57.125
Marker937089	5	57.301
Marker953438	5	56.355
Marker965029	5	57.301
Marker838179	5	57.477
Marker896138	5	57.83
Marker881690	5	58.846
Marker844731	5	58.846
Marker898203	5	57.83
Marker932614	5	58.846
Marker883501	5	59.352
Marker1016311	5	59.858
Marker895322	5	58.43
Marker853583	5	59.234
Marker826783	5	60.874
Marker948777	5	61.889
Marker835855	5	61.889
Marker999360	5	62.904
Marker828984	5	60.114
Marker982708	5	60.993
Marker824980	5	61.167
Marker983198	5	61.167
Marker832306	5	61.167
Marker873268	5	61.167
Marker955022	5	61.341
Marker925841	5	61.341
Marker946677	5	61.341
Marker1026996	5	61.515
Marker859785	5	62.904
Marker913252	5	63.411
Marker832606	5	63.917
Marker924861	5	63.917
Marker1025615	5	63.917
Marker867037	5	64.423
Marker954744	5	64.93
Marker959370	5	65.945
Marker890070	5	61.689
Marker994222	5	61.689
Marker977943	5	61.689
Marker1027891	5	61.689
Marker955866	5	61.689
Marker1024180	5	61.689
Marker985702	5	61.863
Marker873942	5	62.037
Marker909948	5	62.386
Marker1035482	5	62.911
Marker838636	5	63.26
Marker978851	5	63.434
Marker869219	5	63.609
Marker989630	5	63.783
Marker828685	5	63.957
Marker828444	5	64.131
Marker842490	5	64.305
Marker935105	5	64.479
Marker932367	5	64.479
Marker1012810	5	64.479
Marker896051	5	64.828
Marker915029	5	65.002
Marker930564	5	65.176
Marker918605	5	65.176
Marker1023136	5	65.35
Marker909670	5	65.35
Marker941134	5	65.35
Marker977736	5	65.35
Marker1026601	5	65.35
Marker927739	5	65.35
Marker864755	5	65.35
Marker957234	5	65.35
Marker977295	5	65.35
Marker917351	5	65.875
Marker843881	5	66.577
Marker857864	5	65.945
Marker933523	5	68.503
Marker1034962	5	66.926
Marker1043402	5	67.805
Marker1021925	5	68.503
Marker976861	5	68.154
Marker993970	5	68.503
Marker1032210	5	68.503
Marker892985	5	68.503
Marker855945	5	68.503
Marker819405	5	69.362
Marker870617	5	68.741
Marker865547	5	69.457
Marker840927	5	69.362
Marker996489	5	69.934
Marker1031460	5	69.934
Marker1012911	5	70.193
Marker942813	5	69.934
Marker1021434	5	70.323
Marker947967	5	70.323
Marker901804	5	70.777
Marker910527	5	70.777
Marker838623	5	70.686
Marker1040825	5	70.777
Marker933247	5	71.687
Marker882206	5	71.687
Marker1043530	5	71.687
Marker869827	5	71.687
Marker884036	5	70.686
Marker977832	5	70.686
Marker992842	5	70.686
Marker850618	5	71.687
Marker937583	5	71.687
Marker862645	5	72.141
Marker972934	5	72.141
Marker858352	5	70.686
Marker832506	5	72.141
Marker904520	5	72.141
Marker888452	5	70.868
Marker927474	5	71.414
Marker983278	5	71.778
Marker876293	5	72.141
Marker908153	5	72.141
Marker825048	5	72.66
Marker921552	5	72.141
Marker900207	5	72.487
Marker949479	5	72.66
Marker1037694	5	72.789
Marker827830	5	72.919
Marker831139	5	72.66
Marker867814	5	73.048
Marker1000212	5	73.048
Marker1031527	5	73.464
Marker876053	5	74.089
Marker885682	5	74.48
Marker995343	5	74.48
Marker992389	5	74.48
Marker1000356	5	74.664
Marker912793	5	74.664
Marker978200	5	74.848
Marker824638	5	74.848
Marker811458	5	74.848
Marker1027829	5	74.848
Marker919635	5	75.216
Marker847697	5	75.585
Marker972845	5	75.769
Marker952084	5	76.323
Marker989340	5	76.692
Marker891403	5	76.876
Marker817525	5	77.244
Marker839948	5	77.244
Marker974224	5	77.428
Marker840429	5	77.612
Marker892400	5	77.981
Marker902528	5	78.165
Marker892089	5	78.348
Marker916302	5	78.348
Marker822559	5	78.717
Marker898684	5	79.646
Marker890953	5	80.575
Marker851434	5	82.073
Marker975948	5	77.146
Marker817056	5	83.191
Marker896157	5	77.584
Marker884075	5	78.464
Marker850068	5	78.464
Marker923702	5	78.902
Marker886246	5	79.781
Marker877385	5	79.781
Marker887684	5	79.781
Marker856035	5	80.22
Marker1035948	5	80.22
Marker947584	5	80.22
Marker1002624	5	80.658
Marker1026644	5	80.658
Marker896255	5	81.097
Marker864744	5	81.535
Marker975909	5	81.974
Marker987379	5	81.974
Marker1010539	5	82.412
Marker946335	5	82.851
Marker967549	5	83.289
Marker938286	5	83.728
Marker983770	5	84.166
Marker937939	5	84.166
Marker951573	5	84.166
Marker843032	5	84.166
Marker875959	5	84.605
Marker844450	5	84.605
Marker1012859	5	85.484
Marker1010595	5	85.922
Marker963461	5	85.922
Marker960045	5	85.922
Marker864797	5	86.361
Marker976130	5	86.361
Marker888321	5	86.361
Marker943639	5	86.361
Marker1004773	5	86.361
Marker897815	5	86.361
Marker901999	5	84.12
Marker895742	5	85.809
Marker860093	5	85.993
Marker908032	5	86.177
Marker817487	5	86.177
Marker930873	5	86.361
Marker840361	5	86.361
Marker904511	5	86.62
Marker977131	5	86.62
Marker922432	5	86.62
Marker1004145	5	86.879
Marker916786	5	86.62
Marker930816	5	86.879
Marker995939	5	86.879
Marker888563	5	87.113
Marker833516	5	87.462
Marker911987	5	87.347
Marker873232	5	87.347
Marker928439	5	87.752
Marker969044	5	87.347
Marker866874	5	87.58
Marker1042083	5	88.049
Marker816110	5	88.518
Marker869718	5	88.518
Marker980680	5	88.518
Marker979995	5	88.518
Marker1017545	5	88.518
Marker924492	5	88.752
Marker1017433	5	88.752
Marker1026673	5	88.985
Marker1025196	5	89.454
Marker929385	5	89.454
Marker923359	5	89.454
Marker966929	5	90.159
Marker909539	5	90.393
Marker1043123	5	90.862
Marker935271	5	91.095
Marker830883	5	91.095
Marker885410	5	91.095
Marker861786	5	91.329
Marker871261	5	88.043
Marker1014298	5	88.333
Marker995582	5	88.624
Marker826457	5	89.206
Marker923334	5	89.497
Marker932316	5	91.563
Marker1007618	5	92.031
Marker943185	5	92.187
Marker954409	5	92.813
Marker1017255	5	93.125
Marker982853	5	91.563
Marker927337	5	92.342
Marker895187	5	93.28
Marker940861	5	93.904
Marker912643	5	93.435
Marker958880	5	93.904
Marker1004320	5	94.293
Marker994712	5	93.904
Marker1035582	5	94.293
Marker1006565	5	94.293
Marker919982	5	94.611
Marker920365	5	94.293
Marker946871	5	94.293
Marker867207	5	94.769
Marker812544	5	94.769
Marker996449	5	94.293
Marker911527	5	95.007
Marker841482	5	95.086
Marker896710	5	95.086
Marker1017754	5	95.007
Marker1003530	5	95.244
Marker827454	5	95.244
Marker844149	5	95.562
Marker1001478	5	95.72
Marker817425	5	95.72
Marker894561	5	95.72
Marker913238	5	96.407
Marker974047	5	98.681
Marker1034383	5	96.407
Marker864542	5	99.098
Marker1017144	5	99.711
Marker824812	5	101.793
Marker889222	5	102.305
Marker900228	5	102.561
Marker826011	5	102.561
Marker1027302	5	102.561
Marker973064	5	100.157
Marker879415	5	102.561
Marker826894	5	102.561
Marker859232	5	102.298
Marker822130	5	102.561
Marker1038495	5	102.691
Marker1012110	5	102.561
Marker902986	5	102.691
Marker1010889	5	102.691
Marker953232	5	102.561
Marker846566	5	102.82
Marker814778	5	102.82
Marker1030896	5	102.95
Marker892164	5	102.95
Marker1002471	5	103.079
Marker997131	5	103.079
Marker843412	5	103.209
Marker903490	5	103.209
Marker1022698	5	103.338
Marker811434	5	103.338
Marker962912	5	103.338
Marker912864	5	103.338
Marker838005	5	103.338
Marker991886	5	103.727
Marker952720	5	103.727
Marker922643	5	103.338
Marker985954	5	103.727
Marker897823	5	103.857
Marker824050	5	103.857
Marker1001687	5	103.987
Marker851064	5	103.987
Marker817331	5	104.116
Marker936493	5	104.116
Marker929163	5	104.246
Marker828511	5	104.375
Marker900344	5	104.634
Marker1035248	5	105.677
Marker993020	5	104.634
Marker972758	5	106.119
Marker1012782	5	105.745
Marker932792	5	106.561
Marker949460	5	105.745
Marker976913	5	106.855
Marker984566	5	107.244
Marker856896	5	106.855
Marker1003705	5	107.245
Marker851189	5	108.027
Marker916366	5	108.547
Marker815605	5	108.547
Marker844902	5	108.547
Marker983108	5	108.937
Marker815514	5	108.937
Marker1018806	5	109.08
Marker854047	5	109.08
Marker872381	5	109.222
Marker1041901	5	109.365
Marker916012	5	110.084
Marker970131	5	110.37
Marker1025222	5	112.473
Marker829050	5	113.604
Marker855449	5	113.604
Marker999315	5	113.604
Marker1014797	5	111.654
Marker946729	5	113.604
Marker814029	5	112.939
Marker909967	5	112.939
Marker978389	5	113.364
Marker889668	5	113.79
Marker995182	5	113.79
Marker856104	5	113.79
Marker912458	5	113.79
Marker1013260	5	113.79
Marker962675	5	113.79
Marker998630	5	113.79
Marker971360	5	113.79
Marker1011814	5	113.92
Marker899522	5	113.79
Marker946724	5	114.049
Marker1005182	5	114.309
Marker812748	5	114.569
Marker991744	5	114.829
Marker823233	5	114.958
Marker866395	5	114.958
Marker844472	5	114.958
Marker875059	5	114.958
Marker884430	5	114.958
Marker1012482	5	114.958
Marker944163	5	114.958
Marker936355	5	114.958
Marker1025613	5	114.958
Marker985471	5	114.958
Marker902570	5	114.958
Marker841449	5	114.958
Marker916651	5	114.958
Marker1015663	5	114.958
Marker881069	5	115.61
Marker995808	5	114.958
Marker985381	5	114.958
Marker994747	5	114.958
Marker877851	5	115.61
Marker811157	5	115.61
Marker844098	5	115.739
Marker964783	5	116.391
Marker832540	5	116.521
Marker865123	5	116.521
Marker1043034	5	116.78
Marker910056	5	117.303
Marker915849	5	117.303
Marker981881	5	117.562
Marker1009573	5	117.562
Marker967199	5	117.562
Marker837982	5	117.562
Marker818127	5	117.562
Marker959896	5	117.562
Marker832177	5	117.952
Marker949730	5	118.082
Marker935970	5	118.082
Marker951904	5	118.211
Marker930436	5	118.211
Marker926592	5	118.341
Marker974579	5	118.341
Marker988873	5	118.73
Marker843437	5	118.86
Marker986153	5	118.86
Marker828967	5	119.12
Marker917034	5	119.12
Marker934594	5	119.249
Marker841814	5	119.249
Marker886082	5	119.509
Marker839044	5	119.638
Marker844700	5	119.12
Marker938171	5	119.12
Marker1012111	5	119.12
Marker935701	5	119.638
Marker1027380	5	119.638
Marker1024241	5	119.768
Marker873981	5	119.768
Marker943768	5	120.159
Marker865343	5	120.418
Marker917078	5	119.768
Marker854845	5	122.717
Marker817519	5	125.301
Marker857908	5	134.025
Marker973436	5	136.042
Marker880906	5	137.039
Marker1000644	5	138.081
Marker821478	5	137.039
Marker810396	5	138.879
Marker908070	5	139.582
Marker825709	5	139.842
Marker831072	5	139.842
Marker814957	5	139.582
Marker870959	5	139.842
Marker906066	5	139.582
Marker887188	5	139.582
Marker1035785	5	140.101
Marker1032516	5	140.231
Marker980460	5	139.582
Marker910246	5	140.36
Marker861371	5	140.49
Marker824671	5	140.619
Marker886152	5	140.749
Marker1020249	5	140.943
Marker1024941	5	141.138
Marker925915	5	141.312
Marker847284	5	141.312
Marker894300	5	141.396
Marker948217	5	141.471
Marker988522	5	141.471
Marker940839	5	141.471
Marker851952	5	141.471
Marker873064	5	141.471
Marker1016677	5	141.782
Marker1028912	5	141.471
Marker1033933	5	141.471
Marker870480	5	141.782
Marker823182	5	142.116
Marker908294	5	142.95
Marker1035919	5	142.95
Marker972166	5	142.45
Marker988519	5	142.784
Marker948940	5	142.95
Marker860710	5	142.95
Marker867853	5	143.383
Marker1024871	5	143.598
Marker1019198	5	143.274
Marker898418	5	143.925
Marker990210	5	144.249
Marker985043	5	144.249
Marker928702	5	144.249
Marker829619	5	144.249
Marker1039949	5	144.249
Marker872168	5	144.407
Marker859384	5	144.566
Marker824431	5	145.366
Marker904602	5	146.004
Marker932323	5	146.643
Marker924209	5	146.801
Marker938590	5	147.118
Marker894121	5	147.482
Marker822952	5	147.663
Marker934397	5	147.118
Marker1012355	5	147.572
Marker910345	5	147.845
Marker836107	5	148.026
Marker845665	5	148.026
Marker1011823	5	148.155
Marker881531	5	148.155
Marker893912	5	148.155
Marker838089	5	148.155
Marker1015420	5	148.155
Marker833276	5	148.285
Marker904370	5	148.285
Marker868552	5	148.285
Marker816536	5	148.026
Marker991824	5	148.026
Marker1039513	5	148.026
Marker928570	5	148.285
Marker991780	5	148.285
Marker926683	5	148.285
Marker984613	5	148.285
Marker1012598	5	148.285
Marker876585	5	148.285
Marker955348	5	148.285
Marker997371	5	148.285
Marker927783	5	148.285
Marker842696	5	148.285
Marker939581	5	148.285
Marker880888	5	148.285
Marker892300	5	148.285
Marker936215	5	148.285
Marker883470	5	148.285
Marker1016254	5	148.544
Marker889526	5	148.544
Marker954254	5	148.544
Marker1036934	5	148.544
Marker980831	5	148.544
Marker952792	5	148.544
Marker877870	5	148.544
Marker910656	5	148.544
Marker970440	5	148.544
Marker980906	5	148.803
Marker978480	5	148.803
Marker876876	5	148.803
Marker924030	5	149.062
Marker969163	5	149.062
Marker898715	5	149.062
Marker863146	5	149.192
Marker994644	5	149.192
Marker871970	5	149.451
Marker1022678	5	149.71
Marker1007092	5	149.84
Marker934699	5	149.84
Marker863546	5	149.84
Marker868410	5	150.231
Marker967032	5	150.231
Marker884432	5	150.621
Marker820406	5	150.816
Marker951606	5	150.816
Marker1006085	5	151.01
Marker928377	5	151.01
Marker920527	5	151.659
Marker833375	5	151.659
Marker1020123	5	151.659
Marker1037631	5	151.334
Marker1010120	5	151.659
Marker897754	5	151.659
Marker883110	5	151.659
Marker827320	5	151.999
Marker923255	5	152.682
Marker1026688	5	152.078
Marker831282	5	152.682
Marker1037903	5	152.709
Marker950926	5	156.167
Marker870128	5	164.217
Marker1043844	5	171.806
Marker963920	5	177.845
Marker1040179	5	180.618
Marker906841	5	180.959
Marker985038	5	182.157
Marker875018	5	183.356
Marker978242	5	196.146
Marker989597	5	198.208
Marker901598	5	199.771
Marker838934	5	198.208
Marker1029924	5	198.402
Marker997783	5	198.402
Marker931611	5	198.989
Marker849162	5	199.379
Marker1013856	5	199.574
Marker988900	5	199.574
Marker876495	5	199.574
Marker983284	5	199.574
Marker874636	5	199.574
Marker996015	5	199.768
Marker844424	5	200.158
Marker996216	5	200.158
Marker1031004	5	200.158
Marker935995	5	200.158
Marker1041421	5	200.547
Marker961190	5	200.353
Marker1020632	5	200.547
Marker911513	5	200.547
Marker855932	5	200.547
Marker872130	5	200.807
Marker870801	5	201.066
Marker932490	5	201.457
Marker976697	5	201.457
Marker817895	5	201.457
Marker999771	5	201.457
Marker1036002	5	202.107
Marker882960	5	201.782
Marker853585	5	202.107
Marker844290	5	202.334
Marker817933	5	202.334
Marker897094	5	202.561
Marker848049	5	202.788
Marker918942	5	203.016
Marker913917	5	203.016
Marker919098	5	203.016
Marker945600	5	203.016
Marker978935	5	203.016
Marker840659	5	203.016
Marker1004920	5	203.275
Marker1019804	5	203.534
Marker863173	5	203.534
Marker954336	5	203.534
Marker849014	5	203.534
Marker843676	5	203.783
Marker882608	5	203.783
Marker876997	5	204.349
Marker811539	5	204.89
Marker954899	5	203.783
Marker877128	5	204.032
Marker838225	5	205.16
Marker937313	5	205.43
Marker822085	5	205.43
Marker982883	5	205.43
Marker990467	5	205.43
Marker983841	5	204.032
Marker903437	5	204.032
Marker826906	5	204.032
Marker977183	5	205.43
Marker903053	5	204.281
Marker884119	5	204.53
Marker822160	5	207.072
Marker870766	5	207.342
Marker1009055	5	208.346
Marker831657	5	210.116
Marker856470	5	210.867
Marker964003	5	211.366
Marker950670	5	211.865
Marker969905	5	211.865
Marker923587	5	212.921
Marker913929	5	211.865
Marker830480	5	211.865
Marker872318	5	211.865
Marker862852	5	213.842
Marker996314	5	213.842
Marker842268	5	213.842
Marker828210	5	213.842
Marker963088	5	214.003
Marker974396	5	213.842
Marker896351	5	214.164
Marker820815	5	213.842
Marker1014204	5	213.842
Marker839651	5	213.842
Marker895012	5	215.163
Marker914097	5	215.163
Marker815407	5	215.821
Marker847556	5	215.821
Marker914534	5	217.142
Marker828665	5	217.142
Marker927514	5	218.463
Marker1031944	5	219.122
Marker976082	5	219.122
Marker1008402	5	219.781
Marker1012648	5	220.439
Marker883874	5	214.488
Marker832821	5	215.138
Marker924440	5	221.76
Marker879406	5	216.118
Marker1025649	5	217.769
Marker879495	5	221.76
Marker1004734	5	224.416
Marker858343	5	223.61
Marker892133	5	226.76
Marker964560	5	229.057
Marker853546	5	229.057
Marker817115	5	229.057
Marker978111	5	232.464
Marker1005677	5	232.692
Marker1665424	6	0
Marker1596527	6	5.32
Marker1610204	6	4.981
Marker1627412	6	5.5
Marker1638182	6	5.907
Marker1544168	6	6.278
Marker1697848	6	6.798
Marker1608402	6	7.057
Marker1541721	6	7.838
Marker1509107	6	8.358
Marker1606253	6	8.358
Marker1683957	6	8.617
Marker1581170	6	8.876
Marker1676640	6	9.135
Marker1526697	6	9.135
Marker1565205	6	9.264
Marker1562487	6	9.394
Marker1541609	6	9.653
Marker1704217	6	9.913
Marker1623084	6	9.913
Marker1668612	6	10.611
Marker1525603	6	9.913
Marker1588469	6	10.232
Marker1658291	6	10.55
Marker1539165	6	10.611
Marker1540536	6	10.71
Marker1669264	6	11.351
Marker1687184	6	11.67
Marker1690375	6	11.988
Marker1536085	6	12.307
Marker1689434	6	12.466
Marker1571185	6	12.946
Marker1707474	6	13.426
Marker1653202	6	13.426
Marker1528881	6	14.079
Marker1581380	6	14.514
Marker1526231	6	15.167
Marker1650951	6	15.384
Marker1542005	6	15.384
Marker1621637	6	15.999
Marker1507764	6	16.614
Marker1525916	6	18.276
Marker1619899	6	20.23
Marker1636804	6	21.189
Marker1654213	6	21.199
Marker1523239	6	21.843
Marker1698785	6	22.679
Marker1709345	6	23.94
Marker1669347	6	23.94
Marker1685956	6	25.382
Marker1691692	6	25.512
Marker1679606	6	25.772
Marker1602813	6	25.901
Marker1536077	6	26.161
Marker1579756	6	26.161
Marker1622147	6	26.161
Marker1634083	6	26.161
Marker1530399	6	26.161
Marker1724180	6	26.161
Marker1661857	6	26.813
Marker1548311	6	26.813
Marker1564683	6	27.463
Marker1555784	6	27.463
Marker1615713	6	27.693
Marker1693062	6	28.059
Marker1600985	6	28.356
Marker1720698	6	27.922
Marker1699794	6	28.356
Marker1566697	6	28.653
Marker1720952	6	28.95
Marker1638614	6	29.247
Marker1685803	6	29.247
Marker1630483	6	28.848
Marker1553611	6	29.774
Marker1518723	6	29.774
Marker1581851	6	29.774
Marker1689228	6	29.774
Marker1612403	6	29.774
Marker1647940	6	30.235
Marker1555452	6	30.465
Marker1541270	6	30.694
Marker1533290	6	30.694
Marker1659504	6	30.924
Marker1637302	6	31.154
Marker1662575	6	31.667
Marker1629898	6	32.263
Marker1626152	6	31.384
